ORDERID,SOLDDATE,CUSTID,PRODID,PRODNAME,WEEKDAY,SITEBUSNAME,REGION,D_DAY_2_TEM,D_DAY_2_HUM,D_DAY_2_WIND,D_DAY_2_TEM_RAINAMOUNT,D_DAY_2_RAINHOUR,ORDER_QUANT,SOLD_QUANT
HR1021030808,2021-03-11,2001700,PEMA013105210,PEMA-HR1000,월,삼우,대구,9.8,77.1,1.5,0,0,6998,9000
HR1021030826,2021-03-11,2002600,PEMA013103100,PEMA-HR1000,월,부청,안동,8.3,71.1,1.3,0,0,6653,7000
SR3F21030843,2021-03-11,2007500,PEMA013081906,PEMA-SR3000F,월,현대,서울,9.2,62.8,2.2,0,0,3051,3000
HR1021030836,2021-03-11,2002900,PEMA013072100,PEMA-HR1000,월,태명실업,이천,9.3,65.5,1.3,0,0,10390,8000
HR1021030824,2021-03-11,2002500,PEMA013046900,PEMA-HR1000,월,신진,대구,9.8,77.1,1.5,0,0,8208,10000
CSA421030828,2021-03-11,2007800,PEMA013046500,CSA4000,월,신일,송파,9.2,62.8,2.2,0,0,8880,10000
PR1021030806,2021-03-11,2003700,PEMA013024804,PEMA-PR1000,월,동진파일,서산,8.1,69.5,1.8,0,0,20400,20000
AE21030923,2021-03-12,2001200,SSA013069401,AE,화,천마,서울,9.1,71.4,2.2,0,0,7315,10000
AE21030922,2021-03-12,2001102,SSA013035315,AE,화,삼표,오산,7.3,81.6,1.4,0,0,3802,3000
AE21030916,2021-03-12,2004400,SSA013035309,AE,화,삼표,용인,7.3,81.6,1.4,0,0,2640,2000
AE21030935,2021-03-12,2004500,SSA013035303,AE,화,삼표,성수,9.1,71.4,2.2,0,0,1176,2000
HR1021030918,2021-03-12,2005800,PEMA13031400,PEMA-HR1000,화,산하,덕소,8.9,72.1,1,0,0,10780,10000
PCMB21030927,2021-03-12,2006800,PEMA073061300,PEMA-PCM2000B,화,장원,남양주,8.9,72.1,1,0,0,1875,2000
PCMB21030928,2021-03-12,2006900,PEMA073061300,PEMA-PCM2000B,화,장원,남양주,8.9,72.1,1,0,0,4848,3000
PCM221030925,2021-03-12,2006612,PEMA063061300,PEMA-PCM2000,화,장원,남양주,8.9,72.1,1,0,0,1814,2000
PCM221030926,2021-03-12,2006700,PEMA063061300,PEMA-PCM2000,화,장원,남양주,8.9,72.1,1,0,0,3150,3000
HR1021030905,2021-03-12,2005300,PEMA043101200,PEMA-HR1000,화,영진,칠곡,10.4,61.4,1.2,0,0,10670,10000
HR1021030913,2021-03-12,2002200,PEMA043030401,PEMA-HR1000,화,부국,부천,5.7,85.4,2,0,0,6477,8000
CSA521030932,2021-03-12,2004901,PEMA033120700,CSA5000,화,삼일,안성,9,69.9,1.5,0,0,9324,10000
SR2021030940,2021-03-12,2004700,PEMA033049301,PEMA-SR2000,화,아세아,안양,7.3,81.6,1.4,0,0,6500,5000
HR1521030914,2021-03-12,2003800,PEMA033035315,PEMA-HR1500,화,삼표,오산,7.3,81.6,1.4,0,0,4140,5000
CSA521030917,2021-03-12,2004700,PEMA033035309,CSA5000,화,삼표,용인,7.3,81.6,1.4,0,0,8393,7000
PR1021030903,2021-03-12,2007100,PEMA023129801,PEMA-PR1000,화,삼일,충주,8.2,71.4,0.9,0,0,13658,22000
PR1021030903,2021-03-12,2007200,PEMA023129801,PEMA-PR1000,화,삼일,충주,8.2,71.4,0.9,0,0,2208,3000
HR1521030939,2021-03-12,2006609,PEMA023061000,PEMA-HR1500,화,일진,양평,8.9,72.1,1,0,0,5600,7000
PR2021030904,2021-03-12,2004400,PEMA023045801,PEMA-PR2000,화,신아,영동,7.3,81.6,1.4,0,0,2873,3000
PR2021030904,2021-03-12,2004500,PEMA023045801,PEMA-PR2000,화,신아,영동,7.3,81.6,1.4,0,0,19008,22000
CSA521030911,2021-03-12,2004600,PEMA023037900,CSA5000,화,서우,서산,5.8,83.9,1.1,0,0,13978,8000
CSA521030912,2021-03-12,2001300,PEMA023035315,CSA5000,화,삼표,오산,7.3,81.6,1.4,0,0,9680,8000
SR3F21030934,2021-03-12,2007600,PEMA023035303,PEMA-SR3000F,화,삼표,성수,9.1,71.4,2.2,0,0,4944,6000
HR1021030924,2021-03-12,2006100,PEMA023034201,PEMA-HR1000,화,삼양,남양주,8.9,72.1,1,0,0,8827,7000
PR1021030909,2021-03-12,2007400,PEMA023019800,PEMA-PR1000,화,도봉,여주,9,69.9,1.5,0,0,2839,2000
PR1021030908,2021-03-12,2007302,PEMA013901520,PEMA-PR1000,화,동양파일,아산,7.7,76,1.1,0,0,16896,20000
HR1521030901,2021-03-12,2006606,PEMA013120100,PEMA-HR1500,화,성우,영동,7.3,81.6,1.4,0,0,8400,10000
HR1021030937,2021-03-12,2006500,PEMA013115800,PEMA-HR1000,화,일진기업,양평,8.9,72.1,1,0,0,5643,5000
HR1021030938,2021-03-12,2006600,PEMA013115800,PEMA-HR1000,화,일진기업,양평,8.9,72.1,1,0,0,7260,5000
HR1021030907,2021-03-12,2005500,PEMA013114400,PEMA-HR1000,화,한빛,부안,7,90.3,1.1,0,0,7600,10000
580F21030919,2021-03-12,2004300,PEMA013113800,PEMA-580FX,화,영남씨앤씨,경주,9,71.5,2.7,0,0,20510,15000
580F21030902,2021-03-12,2004200,PEMA013099150,PEMA-580FX,화,쌍용,부천,5.7,85.4,2,0,0,16320,20000
HR1021030931,2021-03-12,2006200,PEMA013087700,PEMA-HR1000,화,우성기업,진주,9.2,74.1,0.6,0,0,6328,10000
CSA521030930,2021-03-12,2001400,PEMA013085300,CSA5000,화,흥국,미사리,8.9,72.1,1,0,0,8343,10000
HR1021030920,2021-03-12,2005900,PEMA013075900,PEMA-HR1000,화,한국,고령,10.5,72.8,1.7,0,0,14784,10000
HR1021030936,2021-03-12,2006400,PEMA013061000,PEMA-HR1000,화,일진,양평,8.9,72.1,1,0,0,3175,3000
HR1021030906,2021-03-12,2005400,PEMA013048900,PEMA-HR1000,화,아성,남원,7.8,76.8,1.4,0,0,10243,8000
HR1021030933,2021-03-12,2006300,PEMA013044801,PEMA-HR1000,화,수강에스디,사천,9.2,74.1,0.6,0,0,8536,10000
HR1021030910,2021-03-12,2005600,PEMA013041507,PEMA-HR1000,화,성진도시,화성,7.3,81.6,1.4,0,0,10374,7000
HR1021030915,2021-03-12,2005700,PEMA013032302,PEMA-HR1000,화,아세아,수원,7.3,81.6,1.4,0,0,6222,7000
CSA521030929,2021-03-12,2004800,PEMA013031700,CSA5000,화,삼덕,인천,5.7,85.4,2,0,0,11374,10000
SN4021031035,2021-03-13,2004600,TSN4012000306,PEMA-SN400,수,강릉,파주,7.7,78.3,1.4,1.1,0,5280,5000
PR1021031003,2021-03-13,2004100,PEMA093050413,PR1000,수,아주,가좌,9.2,69.8,2.6,0.5,1.33,18973,14000
PR1021031005,2021-03-13,2004104,PEMA093050413,PR1000,수,아주,가좌,9.2,69.8,2.6,0.5,1.33,19820,14000
HR1021031021,2021-03-13,2003200,PEMA093001100,PEMA-HR1000,수,동해,동해,11.4,60.3,1.4,0,0,5508,5000
HR1021031022,2021-03-13,2003300,PEMA093001100,PEMA-HR1000,수,동해,동해,11.4,60.3,1.4,0,0,4656,5000
SR2A21031011,2021-03-13,2005000,PEMA063023200,PEMA-SR2000A,수,동양,경광주,10,70,1.3,0.3,0,4901,5000
HR1021031033,2021-03-13,2003600,PEMA053049403,PEMA-HR1000,수,아이에스,이천,10,70,1.3,0.3,0,3654,5000
HR1021031034,2021-03-13,2003700,PEMA053049403,PEMA-HR1000,수,아이에스,이천,10,70,1.3,0.3,0,7106,7000
SR2021031012,2021-03-13,2004800,PEMA053048519,PEMA-SR2000,수,쌍용,울산,12.8,64.9,2.3,0,0,4004,5000
CSA521031015,2021-03-13,2001600,PEMA043116900,CSA5000,수,찬우,김해,12.4,66.5,1.6,0,0,9856,10000
HR1521031006,2021-03-13,2004000,PEMA033060200,PEMA-HR1500,수,일강,해남,10.7,76.5,1.5,0.3,0,11544,10000
CSA521031031,2021-03-13,2002100,PEMA033035303,CSA5000,수,삼표,성수,10.6,68.8,2.4,1.7,1.25,14976,10000
HR1021031007,2021-03-13,2002400,PEMA033009000,PEMA-HR1000,수,나성,나주,12.3,69.3,1.5,2.4,2.23,14950,10000
HR1021031008,2021-03-13,2002500,PEMA033009000,PEMA-HR1000,수,나성,나주,12.3,69.3,1.5,2.4,2.23,9072,10000
SR2A21031030,2021-03-13,2005100,PEMA023117801,PEMA-SR2000A,수,에스피,경광주,10,70,1.3,0.3,0,3255,5000
HR1021031010,2021-03-13,2002600,PEMA023111400,PEMA-HR1000,수,남부,화순,12.3,69.3,1.5,2.4,2.23,8064,10000
CSA521031029,2021-03-13,2005800,PEMA023106900,CSA5000,수,동원,세종,11.8,64,1.4,0,0.67,8720,10000
HR1021031014,2021-03-13,2002700,PEMA023100800,PEMA-HR1000,수,대종,경주,11.6,63.8,2.8,0,0,13320,10000
500F21031001,2021-03-13,2007700,PEMA023058600,PEMA-500FR,수,유진,강서,10.6,68.8,2.4,1.7,1.25,2736,3000
500F21031001,2021-03-13,2007800,PEMA023058600,PEMA-500FR,수,유진,강서,10.6,68.8,2.4,1.7,1.25,17600,20000
HR1021031020,2021-03-13,2003100,PEMA023026700,PEMA-HR1000,수,모헨즈,당진,8.6,75.9,2.1,0.5,0,10197,10000
CSA521031019,2021-03-13,2001700,PEMA013128700,CSA5000,수,은성,천안,10.2,64.6,1.1,0,0,6370,10000
CSA521031028,2021-03-13,2002000,PEMA013126100,CSA5000,수,서호,태안,8.6,75.9,2.1,0.5,0,7600,8000
HR1521031032,2021-03-13,2007302,PEMA013120100,PEMA-HR1500,수,성우,영동,10,75.4,1.8,0.2,2.25,8316,10000
HR1021031016,2021-03-13,2002800,PEMA013117000,PEMA-HR1000,수,알파,공주,10.2,64.6,1.1,0,0,7150,5000
CSA521031027,2021-03-13,2001800,PEMA013111300,CSA5000,수,대원,청주,12,55.4,1.2,0,0,8640,10000
HR1021031002,2021-03-13,2002300,PEMA013099140,PEMA-HR1000,수,쌍용,평택,10,75.4,1.8,0.2,2.25,9999,10000
HR1521031004,2021-03-13,2003900,PEMA013082100,PEMA-HR1500,수,대원씨앤엠,울산,12.8,64.9,2.3,0,0,11319,15000
SR2021031026,2021-03-13,2004901,PEMA013076910,PEMA-SR2000,수,경동,대구,12.5,68.5,1.6,0,0,9540,10000
HR1021031018,2021-03-13,2003000,PEMA013073200,PEMA-HR1000,수,태형,화성,10,75.4,1.8,0.2,2.25,9328,10000
HR1021031025,2021-03-13,2006200,PEMA013064802,PEMA-HR1000,수,주안,계룡,9.9,74.4,0.9,0,0,6115,8000
HR1021031017,2021-03-13,2002900,PEMA013058620,PEMA-HR1000,수,유진,군산,9.8,76.5,1.3,0.1,0,11050,10000
HR1021031024,2021-03-13,2003500,PEMA013052400,PEMA-HR1000,수,영산,용인,10,75.4,1.8,0.2,2.25,6853,7000
PR1021031013,2021-03-13,2004200,PEMA013049402,PEMA-PR1000,수,아이에스,청양,9.9,74.4,0.9,0,0,13104,10000
PR1021031013,2021-03-13,2004300,PEMA013049402,PEMA-PR1000,수,아이에스,청양,9.9,74.4,0.9,0,0,10560,10000
CSA521031009,2021-03-13,2001500,PEMA013020300,CSA5000,수,동남,장수,8.4,74.9,1.7,0.5,0,14520,10000
AE21031124,2021-03-14,2005600,SSA073046500,AE,목,신일,송파,8.4,52.5,3.2,1.3,2.42,1672,2000
AE21031112,2021-03-14,2005500,SSA013089210,AE,목,고려,공주,8.4,58.8,2.3,0.2,0,2457,2000
AE21031126,2021-03-14,2005700,SSA013035307,AE,목,삼표,풍납,8.4,52.5,3.2,1.3,2.42,836,1000
HR1021031101,2021-03-14,2006400,PEMA373048300,PEMA-HR1000,목,제일사,천북,7.3,64.3,1.5,0.4,0,10702,7000
HR1021031131,2021-03-14,2007200,PEMA353048300,PEMA-HR1000,목,제일,청양,9.8,53.5,2,0,0,5594,7000
580F21031105,2021-03-14,2005300,PEMA073050413,PEMA-580FX,목,아주,가좌,7.4,45.3,4.8,0.3,2.25,11556,10000
580F21031105,2021-03-14,2005400,PEMA073050413,PEMA-580FX,목,아주,가좌,7.4,45.3,4.8,0.3,2.25,11280,10000
SR2021031127,2021-03-14,2001102,PEMA053062006,PEMA-SR2000,목,정선,남서울,8.4,52.5,3.2,1.3,2.42,6776,7000
HR1521031109,2021-03-14,2007400,PEMA053061600,PEMA-HR1500,목,전국,광양,14.9,51.8,2.4,2.5,0,5145,10000
HR1521031123,2021-03-14,2007600,PEMA053046500,PEMA-HR1500,목,신일,송파,8.4,52.5,3.2,1.3,2.42,5242,7000
580F21031104,2021-03-14,2005200,PEMA043090700,PEMA-580FX,목,삼영씨앤텍,양주,8.1,51.3,2.7,0.5,0,14400,15000
SR5F21031130,2021-03-14,2001300,PEMA043072101,PEMA-SR5000F,목,태명,천안,8.4,58.8,2.3,0.2,0,11880,10000
HR1021031111,2021-03-14,2006609,PEMA043019000,PEMA-HR1000,목,대호,군산,8.5,67.9,2.2,0.7,0,8600,10000
HR1021031122,2021-03-14,2007000,PEMA033046500,PEMA-HR1000,목,신일,송파,8.4,52.5,3.2,1.3,2.42,4617,5000
SR3F21031116,2021-03-14,2001200,PEMA033041501,PEMA-SR3000F,목,성진,인천,7.4,45.3,4.8,0.3,2.25,8372,7000
CSA521031125,2021-03-14,2006100,PEMA033035307,CSA5000,목,삼표,풍납,8.4,52.5,3.2,1.3,2.42,6787,8000
HR1521031118,2021-03-14,2007500,PEMA023126700,PEMA-HR1500,목,일반용 합천,합천,13.6,60.8,0.9,0.3,0,6993,10000
CSA521031115,2021-03-14,2001600,PEMA023089240,CSA5000,목,고려,당진,6.6,57.3,2.7,0.5,0,9592,10000
CSA521031102,2021-03-14,2005900,PEMA023054400,CSA5000,목,예일,예산,7.8,54.1,2.2,0.4,3.67,6732,8000
CSA521031114,2021-03-14,2006000,PEMA023048701,CSA5000,목,아산,아산,8.4,58.8,2.3,0.2,0,9517,7000
HR1021031129,2021-03-14,2007100,PEMA023046501,PEMA-HR1000,목,신일,아산,8.4,58.8,2.3,0.2,0,12840,10000
HR1021031110,2021-03-14,2006606,PEMA023041503,PEMA-HR1000,목,성진,천안,8.4,58.8,2.3,0.2,0,9153,10000
SR2021031106,2021-03-14,2007800,PEMA023041301,PEMA-SR2000,목,성원,단양,9.5,57.3,2.6,1.1,0,4995,5000
PCR321031107,2021-03-14,2007700,PEMA013123501,PEMA-PCR3000E,목,서문,안산,7.6,61.6,3.1,2.4,3.12,5594,5000
HR1021031103,2021-03-14,2006500,PEMA013118500,PEMA-HR1000,목,성창,삼척,10.2,57.3,2.1,0,0,8928,10000
HR1021031119,2021-03-14,2006800,PEMA013117810,PEMA-HR1000,목,에스피,군산,8.5,67.9,2.2,0.7,0,10829,8000
HR1021031108,2021-03-14,2006600,PEMA013116700,PEMA-HR1000,목,현진,동해,10.2,57.3,2.1,0,0,8424,10000
HR1021031121,2021-03-14,2006900,PEMA013112900,PEMA-HR1000,목,영동,동해,10.2,57.3,2.1,0,0,4554,5000
HR1021031120,2021-03-14,2002100,PEMA013106100,PEMA-HR1000,목,우림,하남,10.2,50.8,2.6,1.7,0,10200,10000
HR1021031117,2021-03-14,2006700,PEMA013105210,PEMA-HR1000,목,삼우,대구,14.9,54.1,3.2,0,0,8899,9000
HR1021031044,2021-03-14,2006300,PEMA013103910,PEMA-HR1000,목,에스엔엘산업,동해,10.2,57.3,2.1,0,0,7469,7000
HR1021031113,2021-03-14,2006612,PEMA013089210,PEMA-HR1000,목,고려,공주,8.4,58.8,2.3,0.2,0,3489,8000
HR1021031128,2021-03-14,2002200,PEMA013031800,PEMA-HR1000,목,삼덕,평택,7.6,61.6,3.1,2.4,3.12,10791,10000
AE21031203,2021-03-15,2001500,SSA013082500,AE,금,현대,안성,7.9,56.8,1,0,0,10769,10000
CSA521031217,2021-03-15,2002000,PEMA553048200,CSA5000,금,신우,경주,8.7,72.1,2.1,0,0,14784,10000
HR1521031218,2021-03-15,2002900,PEMA403022500,PEMA-HR1500,금,쌍용,정관,11.4,61.3,3.6,0,0,7128,6000
HR1521031216,2021-03-15,2002800,PEMA313001100,PEMA-HR1500,금,우성,강릉,8.9,58.9,1.7,0,0,7946,7000
CSA521031210,2021-03-15,2001700,PEMA053072101,CSA5000,금,태명실업,천안,7.4,59.3,1,0,0,10692,10000
SR2021031214,2021-03-15,2003500,PEMA043027100,PEMA-SR2000,금,미래,나주,9.7,53.6,1.2,0,0,4727,3000
HR1021031208,2021-03-15,2002500,PEMA033088300,PEMA-HR1000,금,성진,안양,7.1,58.8,1.5,0,0,7469,7000
HR1021031209,2021-03-15,2002600,PEMA033088300,PEMA-HR1000,금,성진,안양,7.1,58.8,1.5,0,0,4406,5000
HR1021031201,2021-03-15,2002300,PEMA033041500,PEMA-HR1000,금,성진,동탄,7.1,58.8,1.5,0,0,10593,10000
500F21031219,2021-03-15,2001400,PEMA023058600,PEMA-500FR,금,유진,강서,8.8,44.9,1.8,0,0,13910,13000
SR3F21031112,2021-03-15,2003600,PEMA023027100,PEMA-SR3000F,금,미래,나주,9.7,53.6,1.2,0,0,1806,3000
SR3F21031211,2021-03-15,2003700,PEMA023027100,PEMA-SR3000F,금,미래,나주,9.7,53.6,1.2,0,0,3552,4000
CSA521031213,2021-03-15,2001800,PEMA023007400,CSA5000,금,금남,여수,11.2,54.5,2.4,0,0,9396,10000
PCR321031204,2021-03-15,2003200,PEMA013133000,PEMA-PCR3000N,금,여흥,서울,8.8,44.9,1.8,0,0,2848,4000
SR2021031206,2021-03-15,2003300,PEMA013123000,PEMA-SR2000,금,신공항,인천,7.1,45,2.5,0,0,5693,5000
SR2021031207,2021-03-15,2003400,PEMA013123000,PEMA-SR2000,금,신공항,인천,7.1,45,2.5,0,0,6408,5000
HR1021031215,2021-03-15,2002700,PEMA013121910,PEMA-HR1000,금,하주,동해,7.8,70.4,2.1,0,0,4708,5000
HR1521031221,2021-03-15,2003100,PEMA013104200,PEMA-HR1500,금,무창,산청,9.5,56.5,1.2,0,0,4656,5000
HR1021031202,2021-03-15,2002400,PEMA013082500,PEMA-HR1000,금,현대,안성,7.9,56.8,1,0,0,8560,10000
HR1521031220,2021-03-15,2003000,PEMA013048518,PEMA-HR1500,금,쌍용,부산,11.4,61.3,3.6,0,0,5018,7000
AE21031408,2021-03-17,2006609,SSA073046500,AE,일,신일,송파,15.3,47.9,2.2,0,0,972,1000
AE21031406,2021-03-17,2004000,SSA013035303,AE,일,삼표,성수,15.3,47.9,2.2,0,0,4001,3000
PCMB21031426,2021-03-17,2005600,PEMA073061300,PEMA-PCM2000B,일,장원,남양주,14.4,49.3,2.3,0,0,3904,3000
PCMB21031427,2021-03-17,2005700,PEMA073061300,PEMA-PCM2000B,일,장원,남양주,14.4,49.3,2.3,0,0,2035,2000
PCM221031424,2021-03-17,2005400,PEMA063061300,PEMA-PCM2000,일,장원,남양주,14.4,49.3,2.3,0,0,1582,2000
PCM221031425,2021-03-17,2005500,PEMA063061300,PEMA-PCM2000,일,장원,남양주,14.4,49.3,2.3,0,0,2270,3000
CSA521031423,2021-03-17,2004300,PEMA063048300,CSA5000,일,석산,당진,11.8,57.5,1.2,0,0,6829,8000
HR1021031419,2021-03-17,2005000,PEMA063041501,PEMA-HR1000,일,성진,인천,12.3,49.6,2,0,0,6784,10000
SR2021031410,2021-03-17,2006200,PEMA043062007,PEMA-SR2000,일,정선,의정부,14.4,53.1,1.4,0,0,5040,7000
SR2021031421,2021-03-17,2006400,PEMA043062000,PEMA-SR2000,일,정선,경광주,14.2,48.5,1.7,0,0,6776,7000
CSA521031402,2021-03-17,2004100,PEMA043042900,CSA5000,일,세종,여주,14.2,48.5,1.7,0,0,7138,7000
HR1021031409,2021-03-17,2004600,PEMA043041502,PEMA-HR1000,일,성진,화성,13.9,54.1,2,0,0,12230,7000
580F21031431,2021-03-17,2006600,PEMA033101400,PEMA-580FX,일,하나,금산,12.6,57.3,1.7,0,0,19500,15000
SR2021031420,2021-03-17,2006300,PEMA033049301,PEMA-SR2000,일,아세아,안양,13.9,54.1,2,0,0,6996,5000
HR1021031407,2021-03-17,2007100,PEMA033046500,PEMA-HR1000,일,신일,송파,15.3,47.9,2.2,0,0,8136,10000
SR3F21031418,2021-03-17,2006500,PEMA033041501,PEMA-SR3000F,일,성진,인천,12.3,49.6,2,0,0,1995,3000
580F21031401,2021-03-17,2003900,PEMA033040000,PEMA-580FX,일,성보넥스코,남원,13.5,58,2.8,0,0,19008,20000
CSA521031405,2021-03-17,2004104,PEMA033035303,CSA5000,일,삼표,성수,15.3,47.9,2.2,0,0,8880,8000
HR1021031415,2021-03-17,2004800,PEMA033008200,PEMA-HR1000,일,금정,남원,13.5,58,2.8,0,0,11448,10000
PR2021031414,2021-03-17,2006000,PEMA023901510,PEMA-PR2000,일,동양파일,익산,11,69.1,1.4,0,0,7728,10000
SP1021031432,2021-03-17,2006100,PEMA023132100,PEMA-SP1000,일,대보,합천,12.5,60.9,1.9,0,0,4032,4000
500F21031433,2021-03-17,2003800,PEMA023058600,PEMA-500FR,일,유진,강서,15.3,47.9,2.2,0,0,20503,19000
PR2021031404,2021-03-17,2005900,PEMA023024804,PEMA-PR2000,일,동진파일,서산,11.8,57.5,1.2,0,0,11110,10000
CSA521031430,2021-03-17,2004400,PEMA023002000,CSA5000,일,건설,수원,13.9,54.1,2,0,0,7656,10000
HR1021031413,2021-03-17,2004700,PEMA013122400,PEMA-HR1000,일,성진,부산,12.1,60.4,4.5,0,0,6048,8000
SN4021032523,2021-03-28,2007302,TSN4012020803,PEMA-SN400,목,현이앤씨,청주,12.5,34.4,1.4,0,0,9306,10000
SN4021032524,2021-03-28,2007400,TSN4012006104,PEMA-SN400,목,산하,보은,10.2,51.4,1.2,0,0,7084,10000
CSA521032512,2021-03-28,2004800,PEMA93060000,CSA5000,목,인광,당진,9.8,49.1,1.7,0,0,17340,17000
HR1021032542,2021-03-28,2006500,PEMA353048300,PEMA-HR1000,목,제일,청양,11.5,45.3,1.2,0,0,6104,7000
HR1521032526,2021-03-28,2006800,PEMA143057600,PEMA-HR1500,목,한국흄관,울산,13.1,43.3,2.1,0,0,7128,10000
HR1521032541,2021-03-28,2007000,PEMA053901700,PEMA-HR1500,목,영양,영양,12.5,34,1.7,0,0,14040,10000
SR3F21032518,2021-03-28,2001200,PEMA043128800,PEMA-SR3000F,목,한통,부산,14.5,38.6,2.4,0,0,8800,10000
SR2021032544,2021-03-28,2002400,PEMA043062000,PEMA-SR2000,목,정선,경광주,10.9,46.4,1.3,0,0,3822,6000
SR2A21032540,2021-03-28,2007800,PEMA043043200,PEMA-SR2000A,목,세진,경광주,10.9,46.4,1.3,0,0,5527,7000
HR1021032545,2021-03-28,2006606,PEMA043041502,PEMA-HR1000,목,성진,화성,9.6,57.3,1.7,0,0,7885,8000
HR1521032525,2021-03-28,2006700,PEMA043023001,PEMA-HR1500,목,동양건재,김해,14,41.1,2.2,0,0,5280,5000
SR2021032522,2021-03-28,2007700,PEMA043005600,PEMA-SR2000,목,광주알엠씨,장성,10.4,60.3,2.9,0,0,5324,5000
SR2021032510,2021-03-28,2007500,PEMA033049301,PEMA-SR2000,목,아세아,안양,9.6,57.3,1.7,0,0,4778,5000
HR1021032529,2021-03-28,2005900,PEMA033046500,PEMA-HR1000,목,신일,송파,10.8,47.3,2.2,0,0,6622,10000
HR1021032543,2021-03-28,2006600,PEMA033041500,PEMA-HR1000,목,성진,동탄,9.6,57.3,1.7,0,0,15048,10000
CSA521032534,2021-03-28,2005200,PEMA033035303,CSA5000,목,삼표,성수,10.8,47.3,2.2,0,0,5550,5000
HR1021032517,2021-03-28,2005400,PEMA033030002,PEMA-HR1000,목,부강,대전,12.6,39.3,1.3,0,0,12096,10000
CSA521032530,2021-03-28,2005000,PEMA033023004,CSA5000,목,동양,아산,10.1,48.8,1.4,0,0,5859,7000
HR1521032515,2021-03-28,2006609,PEMA033006900,PEMA-HR1500,목,대상,의령,12.9,39.3,1.5,0,0,13728,10000
HR1521032516,2021-03-28,2006612,PEMA033006900,PEMA-HR1500,목,대상,의령,12.9,39.3,1.5,0,0,6552,10000
CR1021032533,2021-03-28,2004600,PEMA023123000,PEMA-CR1000,목,신공항,인천,9.5,47.3,1.9,0,0,9540,10000
HR1521032539,2021-03-28,2006900,PEMA023104400,PEMA-HR1500,목,대안,옥계,13.8,29.5,1.2,0,0,10780,10000
500F21032507,2021-03-28,2004400,PEMA023058600,PEMA-500FR,목,유진,강서,10.8,47.3,2.2,0,0,5320,10000
500F21032507,2021-03-28,2004500,PEMA023058600,PEMA-500FR,목,유진,강서,10.8,47.3,2.2,0,0,8701,10000
SR2021032514,2021-03-28,2007600,PEMA023041301,PEMA-SR2000,목,성원,단양,8.9,50.4,1.2,0,0,7194,5000
CSA521032532,2021-03-28,2005100,PEMA023038000,CSA5000,목,서원,태안,9.8,49.1,1.7,0,0,10164,7000
CSA521032509,2021-03-28,2004700,PEMA023035314,CSA5000,목,삼표,남부,10.8,47.3,2.2,0,0,13131,7000
HR1021032521,2021-03-28,2005600,PEMA023011300,PEMA-HR1000,목,뉴신화,여수,13.9,35.8,2.5,0,0,7476,10000
HR1021032520,2021-03-28,2005500,PEMA023005600,PEMA-HR1000,목,광주알엠씨,장성,10.4,60.3,2.9,0,0,6138,5000
PR1021032508,2021-03-28,2007200,PEMA013901520,PEMA-PR1000,목,동양파일,아산,10.1,48.8,1.4,0,0,27360,20000
HR1021032538,2021-03-28,2006400,PEMA013130800,PEMA-HR1000,목,양양,양양,12.2,35.9,2,0,0,7182,7000
HR1021032528,2021-03-28,2005800,PEMA013124800,PEMA-HR1000,목,한화,포항,13.1,40.1,2.4,0,0,5808,5000
HR1521032519,2021-03-28,2002200,PEMA013120100,PEMA-HR1500,목,성우,영동,9.6,57.3,1.7,0,0,10890,10000
HR1021032527,2021-03-28,2005700,PEMA013087700,PEMA-HR1000,목,우성기업,진주,12.2,52.3,0.7,0,0,11253,10000
HR1021032537,2021-03-28,2006300,PEMA013060100,PEMA-HR1000,목,인천,인천,9.5,47.3,1.9,0,0,9600,10000
SR3F21032507,2021-03-28,2001102,PEMA013042200,PEMA-SR3000F,목,삼우,경산,14.6,39.5,2.6,0,0,8855,7000
HR1021032535,2021-03-28,2006100,PEMA013031800,PEMA-HR1000,목,삼덕,평택,9.6,57.3,1.7,0,0,7200,10000
HR1021032531,2021-03-28,2006000,PEMA013026702,PEMA-HR1000,목,모헨즈,천안,10.1,48.8,1.4,0,0,7344,8000
HR1021032536,2021-03-28,2006200,PEMA013022400,PEMA-HR1000,목,동아,함안,12.9,39.3,1.5,0,0,7564,8050
SN4021032618,2021-03-29,2002300,TSN4012006108,PEMA-SN400,금,산하,의령,12.6,47.5,1.2,0,0,9600,10000
SR3F21032608,2021-03-29,2005100,PEMA053006900,PEMA-SR3000F,금,극동,사천,12.1,65,0.7,0,0,8640,10000
HR1021032609,2021-03-29,2001500,PEMA033088300,PEMA-HR1000,금,성진,안양,12.6,54.8,1.1,0,0,5606,7000
HR1021032610,2021-03-29,2001600,PEMA033088300,PEMA-HR1000,금,성진,안양,12.6,54.8,1.1,0,0,17472,10000
HR1021032613,2021-03-29,2001700,PEMA033063700,PEMA-HR1000,금,제일,포항,12.4,62.3,2.3,0,0,8151,5000
HR1021032617,2021-03-29,2002100,PEMA033041500,PEMA-HR1000,금,성진,동탄,12.6,54.8,1.1,0,0,12420,10000
SR3F21032614,2021-03-29,2002500,PEMA033007400,PEMA-SR3000F,금,금남,여수,13.9,59.1,2.3,0,0,5184,5000
CSA521032612,2021-03-29,2001400,PEMA013111300,CSA5000,금,대원,청주,15.2,30.1,0.9,0,0,8910,10000
